capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
176400 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.179150687 1.179217814 1.180186193 1.179314419 1.180850470 1.181203038 1.177658346 1.177669840 1.177669840 1.178710781 1.178710781 1.178384445
198450 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.179150687 1.179217814 1.180186193 1.179314419 1.180850470 1.181203038 1.177658346 1.177669840 1.177669840 1.178710781 1.178710781 1.178384445
220500 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.178831287 1.179217814 1.179861480 1.179314419 1.180607433 1.180957351 1.175780962 1.175316980 1.175316980 1.178141424 1.178141424 1.176006518
242550 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.176704225 1.178668208 1.177168685 1.178657283 1.176374132 1.177335430 1.164361835 1.162880614 1.162880614 1.174158282 1.174158282 1.162828059
264600 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.172921972 1.175813514 1.169851402 1.175796691 1.169242378 1.168935827 1.161098115 1.156330913 1.156330913 1.149897519 1.149897519 1.151847261
286650 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.172827546 1.175421997 1.169549549 1.175405174 1.168940525 1.168627068 1.160053247 1.155021110 1.155021110 1.148290292 1.148290292 1.150221982
308700 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.168207194 1.168577335 1.164862148 1.168689894 1.163849788 1.163379444 1.149125724 1.142439959 1.142439959 1.137269716 1.137269716 1.138515938
330750 1.185345059 1.101077515 1.101077515 0.084267544	1.101104821 1.137294933 1.138247143 1.132938960 1.138843141 1.134679129 1.133381117 1.115496256 1.107146962 1.107146962 1.109310281 1.109310281 1.105998655
176400 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.143393641 1.142563829 1.144199503 1.142491886 1.144313409 1.144413369 1.142117307 1.142121289 1.142121289 1.142066282 1.142066282 1.141979305
198450 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.143393641 1.142563829 1.144199503 1.142491886 1.144313409 1.144413369 1.142117307 1.142121289 1.142121289 1.142066282 1.142066282 1.141979305
220500 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.143193018 1.142477313 1.143986499 1.142441178 1.144285385 1.144294911 1.140169607 1.139892224 1.139892224 1.141430916 1.141430916 1.139160739
242550 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.140798075 1.141355543 1.140311707 1.141464661 1.140506802 1.140583034 1.126684449 1.125934678 1.125934678 1.136777889 1.136777889 1.124584644
264600 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.136428985 1.139276379 1.133101817 1.139580603 1.132699196 1.132523343 1.123093471 1.121118459 1.121118459 1.114430381 1.114430381 1.115149166
286650 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.136284280 1.139187371 1.132959434 1.139491595 1.132590116 1.132380960 1.122368364 1.120515292 1.120515292 1.113558468 1.113558468 1.113937829
308700 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.131789881 1.133331316 1.128121827 1.133393778 1.127964026 1.127544074 1.112611752 1.107548745 1.107548745 1.102234203 1.102234203 1.101196088
330750 1.148405065 1.067050855 1.067050855 0.081354210	1.067076602 1.102443097 1.105160510 1.101328822 1.106030368 1.101558976 1.101863182 1.083805243 1.074339505 1.074339505 1.076145271 1.076145271 1.072956799
176400 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.143953553 1.143402740 1.144805315 1.143410835 1.145160170 1.145213035 1.142524083 1.142582704 1.142582704 1.142578000 1.142578000 1.142469936
198450 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.143953553 1.143402740 1.144805315 1.143410835 1.145160170 1.145213035 1.142524083 1.142582704 1.142582704 1.142578000 1.142578000 1.142469936
220500 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.143784845 1.143402740 1.144726682 1.143357716 1.145160170 1.145213035 1.141088347 1.140621020 1.140621020 1.141977436 1.141977436 1.140857075
242550 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.141427797 1.142271046 1.141454811 1.142394880 1.141719160 1.141358073 1.129751792 1.127621932 1.127621932 1.138542790 1.138542790 1.126022755
264600 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.137479995 1.140222922 1.131916113 1.140223430 1.131659685 1.131431670 1.126364051 1.121265122 1.121265122 1.116556631 1.116556631 1.117088664
286650 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.137317549 1.139420714 1.131916113 1.139575584 1.131659685 1.131431670 1.125884069 1.120330671 1.120330671 1.115181170 1.115181170 1.115715716
308700 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.132126448 1.133315075 1.125679966 1.133292496 1.126242203 1.125628187 1.113818432 1.106323645 1.106323645 1.103981135 1.103981135 1.101421807
330750 1.148971216 1.067601194 1.067601194 0.081370022	1.067628328 1.098609137 1.102279316 1.098748949 1.102244722 1.097963761 1.096945876 1.081049294 1.073215776 1.073215776 1.074992250 1.074992250 1.071004317
176400 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.126577245 1.125612790 1.127745082 1.125441249 1.127390988 1.127474090 1.125135136 1.125183731 1.125183731 1.125123918 1.125123918 1.124904444
198450 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.126577245 1.125612790 1.127745082 1.125441249 1.127390988 1.127474090 1.125135136 1.125183731 1.125183731 1.125123918 1.125123918 1.124904444
220500 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.126260668 1.125612790 1.127640961 1.125441249 1.127390988 1.127474090 1.123475773 1.123824587 1.123824587 1.124270729 1.124270729 1.123630190
242550 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.124217295 1.124643853 1.123751652 1.124808110 1.124682335 1.124292343 1.111092241 1.109912782 1.109912782 1.120747216 1.120747216 1.109390287
264600 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.119733399 1.122430775 1.115083565 1.122597226 1.115396433 1.114933770 1.108329195 1.103785930 1.103785930 1.097574062 1.097574062 1.098512709
286650 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.119619559 1.122430775 1.115083565 1.122597226 1.115238837 1.114790941 1.107677631 1.103137747 1.103137747 1.097028662 1.097028662 1.097850536
308700 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.114999879 1.116750259 1.111384648 1.116735272 1.110587818 1.110014775 1.095691360 1.089584582 1.089584582 1.086703153 1.086703153 1.084793781
330750 1.131503496 1.046452240 1.046452240 0.085051256	1.046478772 1.080102805 1.082476827 1.080289139 1.083124711 1.078287053 1.078113856 1.060323334 1.052638347 1.052638347 1.055729873 1.055729873 1.051866576
176400 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.165613101 1.165018530 1.166173147 1.164982937 1.166772226 1.166975968 1.164704666 1.164632681 1.164632681 1.164577200 1.164577200 1.164422832
198450 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.165613101 1.165018530 1.166173147 1.164982937 1.166772226 1.166975968 1.164704666 1.164632681 1.164632681 1.164577200 1.164577200 1.164422832
220500 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.165568854 1.164923729 1.166009781 1.164888136 1.166514715 1.166861129 1.163517431 1.162250272 1.162250272 1.162615168 1.162615168 1.162443233
242550 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.163139570 1.164301426 1.161949783 1.164313832 1.162725187 1.163883114 1.151514512 1.148610774 1.148610774 1.160777018 1.160777018 1.148073742
264600 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.160038958 1.161735832 1.154748162 1.161918785 1.155208285 1.154459024 1.148097619 1.143265939 1.143265939 1.136243532 1.136243532 1.136455320
286650 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.159946398 1.161275665 1.154748162 1.161458618 1.155094564 1.154290939 1.146873086 1.141440708 1.141440708 1.134529590 1.134529590 1.134621789
308700 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.155044491 1.155125364 1.150181759 1.155308317 1.149892673 1.149566123 1.136370229 1.128730557 1.128730557 1.124559711 1.124559711 1.122455330
330750 1.171299080 1.091908515 1.091908515 0.079390565	1.091932026 1.123492723 1.125615905 1.122253318 1.126328827 1.120715051 1.119622051 1.105382248 1.098799175 1.098799175 1.098398873 1.098398873 1.096300685
176400 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.107407960 1.106525975 1.107878127 1.106478538 1.108430584 1.108658271 1.106261513 1.106257041 1.106257041 1.106041996 1.106041996 1.105882696
198450 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.107407960 1.106525975 1.107878127 1.106478538 1.108430584 1.108658271 1.106261513 1.106257041 1.106257041 1.106041996 1.106041996 1.105882696
220500 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.107407960 1.106432130 1.107596043 1.106384693 1.108430584 1.108658271 1.104865843 1.104604221 1.104604221 1.105701274 1.105701274 1.104414813
242550 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.105063573 1.105801548 1.103591335 1.105834182 1.105296821 1.104611710 1.092549220 1.090005206 1.090005206 1.102030998 1.102030998 1.089709539
264600 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.100955432 1.103264210 1.096561461 1.103391357 1.095496168 1.095341220 1.089650565 1.085463434 1.085463434 1.080342081 1.080342081 1.081358191
286650 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.100955432 1.103095091 1.096404067 1.103222238 1.095338774 1.095174247 1.089189145 1.084718071 1.084718071 1.079725798 1.079725798 1.080651401
308700 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.094508215 1.095755115 1.089927096 1.095887299 1.089039713 1.088442536 1.074322838 1.068045329 1.068045329 1.064391442 1.064391442 1.063490376
330750 1.112210318 1.028700671 1.028700671 0.083509647	1.028735448 1.058443069 1.060956754 1.059330733 1.061453357 1.057948755 1.057770801 1.040994652 1.031864187 1.031864187 1.033814477 1.033814477 1.031350195
176400 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.190437330 1.189551415 1.191802264 1.189478286 1.191405882 1.191664677 1.188984631 1.189027746 1.189027746 1.189028432 1.189028432 1.188895958
198450 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.190437330 1.189551415 1.191802264 1.189478286 1.191405882 1.191664677 1.188984631 1.189027746 1.189027746 1.189028432 1.189028432 1.188895958
220500 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.190131046 1.189183536 1.191498941 1.189186644 1.190930699 1.191348228 1.186981131 1.187235094 1.187235094 1.188358473 1.188358473 1.186405249
242550 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.187381025 1.188406116 1.186791238 1.188334174 1.187207252 1.187039960 1.175442257 1.173256696 1.173256696 1.185570747 1.185570747 1.171548723
264600 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.184138413 1.186245443 1.178192303 1.186461499 1.178935816 1.178371636 1.172050921 1.168304128 1.168304128 1.161640466 1.161640466 1.162979958
286650 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.184138413 1.185969396 1.177951009 1.186185452 1.178707075 1.178227735 1.171835834 1.167087431 1.167087431 1.160559525 1.160559525 1.161921594
308700 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.178676720 1.178742877 1.173947954 1.178819817 1.174554857 1.173853781 1.158826429 1.151686901 1.151686901 1.148701321 1.148701321 1.147155328
330750 1.195067724 1.113139252 1.113139252 0.081928472	1.113163669 1.145151931 1.150525710 1.145636485 1.151112042 1.144912662 1.144157348 1.126844490 1.119077636 1.119077636 1.121024116 1.121024116 1.117697160
176400 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.169360601 1.169333891 1.170451071 1.169337923 1.171274945 1.171221920 1.167952262 1.167872158 1.167872158 1.168937015 1.168937015 1.168765957
198450 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.169360601 1.169333891 1.170451071 1.169337923 1.171274945 1.171221920 1.167952262 1.167872158 1.167872158 1.168937015 1.168937015 1.168765957
220500 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.169018713 1.169333891 1.170092829 1.169337923 1.171033820 1.170961530 1.166622994 1.166320202 1.166320202 1.168291606 1.168291606 1.167170412
242550 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.167139646 1.168571531 1.165906930 1.168484107 1.168906465 1.168122632 1.155964224 1.152862950 1.152862950 1.166016721 1.166016721 1.153749303
264600 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.163022748 1.166195716 1.158676792 1.166168130 1.159404048 1.159026289 1.150487812 1.146563042 1.146563042 1.141638283 1.141638283 1.142931530
286650 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.163022748 1.165935838 1.158676792 1.165908252 1.159226780 1.158855553 1.150227574 1.145637089 1.145637089 1.140820985 1.140820985 1.141792457
308700 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.158334970 1.160212778 1.155209265 1.160187068 1.155545472 1.155310517 1.140176615 1.133262101 1.133262101 1.130282508 1.130282508 1.128954074
330750 1.175483321 1.091141929 1.091141929 0.084341392	1.091166639 1.126431788 1.129746954 1.123911161 1.130107751 1.124849775 1.124216948 1.107460852 1.100329231 1.100329231 1.101235875 1.101235875 1.097320040
176400 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.951570303 0.951859124 0.952787758 0.951697060 0.953544846 0.954311289 0.950384511 0.950375310 0.950375310 0.950535516 0.950535516 0.950074196
198450 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.951570303 0.951859124 0.952787758 0.951697060 0.953544846 0.954311289 0.950384511 0.950375310 0.950375310 0.950535516 0.950535516 0.950074196
220500 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.951450295 0.951667287 0.952404819 0.951671571 0.953403623 0.954050194 0.949219696 0.948540927 0.948540927 0.950137926 0.950137926 0.947953254
242550 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.948792543 0.948900389 0.948313199 0.949769758 0.948897514 0.948362594 0.939654564 0.937717436 0.937717436 0.945363639 0.945363639 0.934705844
264600 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.944674662 0.946134101 0.938484869 0.947143727 0.938073086 0.938871109 0.934418954 0.930173793 0.930173793 0.922112712 0.922112712 0.924648716
286650 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.944674662 0.946134101 0.938484869 0.947143727 0.938073086 0.938871109 0.934005758 0.929795356 0.929795356 0.922020715 0.922020715 0.924540344
308700 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.939289942 0.941525001 0.933702160 0.942455507 0.934108385 0.934967126 0.924818723 0.917467160 0.917467160 0.912492520 0.912492520 0.911518167
330750 0.957469803 0.885144792 0.885144792 0.072325011	0.885174968 0.911330619 0.914212286 0.909819368 0.913870556 0.909198858 0.909956774 0.894610092 0.889613848 0.889613848 0.889269371 0.889269371 0.888300688
176400 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.919934265 0.919499095 0.920866566 0.919327648 0.921289511 0.921333624 0.918916372 0.918782212 0.918782212 0.918580079 0.918580079 0.918504709
198450 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.919934265 0.919499095 0.920866566 0.919327648 0.921289511 0.921333624 0.918923122 0.918782212 0.918782212 0.918517995 0.918517995 0.918414231
220500 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.919653075 0.919409544 0.920415131 0.919238097 0.921070379 0.921243652 0.916204757 0.916689584 0.916689584 0.917424515 0.917424515 0.916260242
242550 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.917302432 0.918448986 0.916655522 0.918430707 0.916847748 0.917031160 0.906846335 0.904786038 0.904786038 0.914135098 0.914135098 0.903031446
264600 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.913617367 0.915864021 0.908088644 0.916270493 0.908674502 0.908718590 0.903413896 0.898337305 0.898337305 0.891114406 0.891114406 0.891453899
286650 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.913093831 0.915592189 0.907729175 0.915998661 0.908315033 0.908327006 0.901981242 0.896866553 0.896866553 0.889476475 0.889476475 0.889497274
308700 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.908068975 0.908656342 0.903349041 0.909070945 0.904398762 0.904388548 0.892470748 0.884653438 0.884653438 0.877803980 0.877803980 0.877547114
330750 0.925142557 0.850306258 0.850306258 0.074836299	0.850332178 0.877688939 0.879603367 0.875001623 0.880051260 0.876234032 0.875777666 0.861990974 0.853760483 0.853760483 0.855003084 0.855003084 0.852869266
176400 0.973444712 0.902433984 0.902433984 0.071010728	0.902456451 0.967637120 0.967123989 0.969156700 0.967249634 0.968902481 0.968980674 0.966547350 0.966495665 0.966495665 0.966655990 0.966655990 0.966380457
198450 0.973444712 0.902433984 0.902433984 0.071010728	0.902456451 0.967637120 0.967123989 0.969156700 0.967249634 0.968876715 0.968884288 0.966521584 0.966495665 0.966495665 0.966655990 0.966655990 0.966354691
